datum,containerNummer,container_afvaltype,lediging_24h_later,telling_sinds_lediging,telling
2019-04-10,105,Rest,0,3,1
2019-04-11,105,Rest,0,5,2
2019-04-12,105,Rest,0,7,2
2019-04-13,105,Rest,0,8,1
2019-04-15,105,Rest,0,9,1
2019-04-16,105,Rest,0,10,1
2019-04-09,106,PMD,0,3,3
2019-04-11,106,PMD,0,4,1
2019-04-12,106,PMD,0,6,2
2019-04-14,106,PMD,0,8,2
2019-04-15,106,PMD,0,9,1
2019-04-16,106,PMD,0,10,1
2019-04-09,107,Papier,0,1,1
2019-04-10,107,Papier,0,2,1
2019-04-11,107,Papier,0,4,2
2019-04-12,107,Papier,0,7,3
2019-04-13,107,Papier,0,9,2
2019-04-15,107,Papier,0,11,2
2019-04-16,107,Papier,0,15,4
2019-04-09,108,Rest,0,2,2
2019-04-10,108,Rest,0,4,2
2019-04-11,108,Rest,1,9,5
2019-04-12,108,Rest,0,14,5
2019-04-13,108,Rest,0,16,2
2019-04-16,108,Rest,0,22,6
2019-04-09,109,GFT,0,2,2
2019-04-10,109,GFT,0,3,1
2019-04-11,109,GFT,0,4,1
2019-04-12,109,GFT,0,8,4
2019-04-13,109,GFT,0,10,2
2019-04-14,109,GFT,0,11,1
2019-04-15,109,GFT,0,12,1
2019-04-16,109,GFT,0,15,3
2019-04-09,110,Rest,0,4,4
2019-04-11,110,Rest,0,5,1
2019-04-12,110,Rest,0,11,6
2019-04-13,110,Rest,0,13,2
2019-04-14,110,Rest,0,21,8
2019-04-15,110,Rest,0,26,5
2019-04-16,110,Rest,0,32,6
2019-04-09,111,Rest,0,6,6
2019-04-10,111,Rest,0,8,2
2019-04-11,111,Rest,0,10,2
2019-04-12,111,Rest,0,15,5
2019-04-14,111,Rest,0,19,4
2019-04-15,111,Rest,0,24,5
2019-04-16,111,Rest,0,28,4
2019-04-09,112,GFT,0,5,5
2019-04-10,112,GFT,1,7,2
2019-04-11,112,GFT,0,5,5
2019-04-12,112,GFT,0,7,2
2019-04-13,112,GFT,0,9,2
2019-04-14,112,GFT,0,15,6
2019-04-15,112,GFT,1,19,4
2019-04-16,112,GFT,0,23,6
2019-04-16,112,GFT,0,9,6
2019-04-09,113,GFT,0,7,7
2019-04-10,113,GFT,0,12,5
2019-04-11,113,GFT,0,15,3
2019-04-12,113,GFT,0,21,6
2019-04-13,113,GFT,0,24,3
2019-04-14,113,GFT,0,30,6
2019-04-15,113,GFT,0,37,7
2019-04-16,113,GFT,0,43,6
2019-04-09,114,PMD,0,1,1
2019-04-11,114,PMD,0,3,2
2019-04-14,114,PMD,0,4,1
2019-04-16,114,PMD,0,6,2
2019-04-11,115,Papier,0,2,2
2019-04-12,115,Papier,0,4,2
2019-04-13,115,Papier,0,6,2
2019-04-14,115,Papier,0,11,5
2019-04-15,115,Papier,0,15,4
2019-04-16,115,Papier,0,19,4
2019-04-09,117,GFT,0,1,1
2019-04-10,117,GFT,0,5,4
2019-04-11,117,GFT,0,11,6
2019-04-12,117,GFT,0,17,6
2019-04-13,117,GFT,0,26,9
2019-04-14,117,GFT,0,32,6
2019-04-15,117,GFT,0,33,1
2019-04-16,117,GFT,0,40,7
2019-04-09,119,Rest,0,5,8
2019-04-09,119,Rest,0,3,8
2019-04-10,119,Rest,0,11,6
2019-04-11,119,Rest,1,23,12
2019-04-12,119,Rest,0,27,9
2019-04-12,119,Rest,0,8,9
2019-04-13,119,Rest,0,13,5
2019-04-14,119,Rest,0,19,6
2019-04-15,119,Rest,0,24,5
2019-04-16,119,Rest,0,35,11
2019-04-10,120,Rest,1,1,1
2019-04-11,120,Rest,0,2,2
2019-04-12,120,Rest,0,3,1
2019-04-13,120,Rest,1,5,2
2019-04-16,120,Rest,0,6,6
2019-04-09,121,Rest,0,6,6
2019-04-10,121,Rest,0,11,5
2019-04-11,121,Rest,0,19,8
2019-04-12,121,Rest,0,25,6
2019-04-13,121,Rest,0,31,6
2019-04-14,121,Rest,0,33,2
2019-04-15,121,Rest,0,37,4
2019-04-16,121,Rest,0,44,7
2019-04-09,122,PMD,0,10,10
2019-04-11,122,PMD,0,12,2
2019-04-12,122,PMD,0,17,5
2019-04-13,122,PMD,0,22,5
2019-04-14,122,PMD,1,26,4
2019-04-15,122,PMD,0,27,1
2019-04-16,122,PMD,0,31,4
2019-04-09,123,Papier,0,7,7
2019-04-11,123,Papier,0,15,8
2019-04-12,123,Papier,0,20,5
2019-04-13,123,Papier,1,27,7
2019-04-14,123,Papier,0,37,10
2019-04-15,123,Papier,0,46,9
2019-04-16,123,Papier,0,57,11
2019-04-09,124,Papier,0,1,1
2019-04-10,124,Papier,1,3,2
2019-04-11,124,Papier,0,2,2
2019-04-12,124,Papier,0,6,4
2019-04-13,124,Papier,0,8,2
2019-04-16,124,Papier,0,5,5
2019-04-09,125,GFT,0,6,6
2019-04-10,125,GFT,0,11,5
2019-04-11,125,GFT,0,13,2
2019-04-12,125,GFT,0,18,5
2019-04-13,125,GFT,0,23,5
2019-04-14,125,GFT,0,26,3
2019-04-15,125,GFT,0,37,11
2019-04-16,125,GFT,0,45,8
2019-04-09,126,Rest,0,14,14
2019-04-10,126,Rest,1,26,12
2019-04-11,126,Rest,0,43,17
2019-04-12,126,Rest,0,59,16
2019-04-13,126,Rest,0,67,8
2019-04-14,126,Rest,0,81,14
2019-04-15,126,Rest,0,98,17
2019-04-16,126,Rest,0,109,11
2019-04-09,127,PMD,0,4,4
2019-04-10,127,PMD,0,7,3
2019-04-11,127,PMD,0,9,2
2019-04-12,127,PMD,0,13,4
2019-04-13,127,PMD,0,15,2
2019-04-14,127,PMD,0,22,7
2019-04-15,127,PMD,0,33,11
2019-04-16,127,PMD,0,39,6
2019-04-09,128,Papier,0,8,8
2019-04-10,128,Papier,0,12,4
2019-04-11,128,Papier,1,22,10
2019-04-12,128,Papier,0,30,8
2019-04-13,128,Papier,0,35,5
2019-04-14,128,Papier,0,38,3
2019-04-15,128,Papier,0,49,11
2019-04-16,128,Papier,0,52,3
2019-04-09,129,Rest,0,27,27
2019-04-10,129,Rest,0,35,8
2019-04-11,129,Rest,1,51,16
2019-04-12,129,Rest,0,56,10
2019-04-12,129,Rest,0,5,10
2019-04-13,129,Rest,0,16,11
2019-04-14,129,Rest,1,30,14
2019-04-15,129,Rest,0,64,18
2019-04-15,129,Rest,0,40,18
2019-04-16,129,Rest,0,88,24
2019-04-09,130,GFT,1,8,8
2019-04-10,130,GFT,0,19,11
2019-04-11,130,GFT,0,27,8
2019-04-12,130,GFT,0,35,8
2019-04-13,130,GFT,0,44,9
2019-04-14,130,GFT,0,53,9
2019-04-15,130,GFT,0,62,9
2019-04-16,130,GFT,0,82,20
2019-04-09,131,Papier,0,6,6
2019-04-10,131,Papier,0,13,7
2019-04-11,131,Papier,0,20,7
2019-04-12,131,Papier,0,22,2
2019-04-13,131,Papier,0,30,8
2019-04-14,131,Papier,0,37,7
2019-04-15,131,Papier,1,44,7
2019-04-16,131,Papier,0,50,6
2019-04-09,132,Papier,0,11,11
2019-04-10,132,Papier,0,24,13
2019-04-11,132,Papier,1,34,10
2019-04-12,132,Papier,0,35,7
2019-04-12,132,Papier,0,6,7
2019-04-13,132,Papier,0,20,14
2019-04-14,132,Papier,0,25,5
2019-04-15,132,Papier,0,33,8
2019-04-16,132,Papier,0,49,16
2019-04-09,133,PMD,0,15,15
2019-04-10,133,PMD,0,30,15
2019-04-11,133,PMD,0,44,14
2019-04-12,133,PMD,0,51,7
2019-04-13,133,PMD,0,65,14
2019-04-14,133,PMD,1,84,19
2019-04-15,133,PMD,0,94,10
2019-04-16,133,PMD,0,118,24
2019-04-09,134,Rest,1,21,21
2019-04-10,134,Rest,0,22,14
2019-04-10,134,Rest,0,13,14
2019-04-11,134,Rest,1,28,15
2019-04-12,134,Rest,0,32,4
2019-04-13,134,Rest,0,35,13
2019-04-14,134,Rest,0,54,19
2019-04-15,134,Rest,0,64,10
2019-04-16,134,Rest,0,88,24
2019-04-09,135,Rest,0,23,23
2019-04-10,135,Rest,1,43,20
2019-04-11,135,Rest,0,55,12
2019-04-12,135,Rest,0,64,9
2019-04-13,135,Rest,0,77,13
2019-04-14,135,Rest,0,88,11
2019-04-15,135,Rest,0,102,14
2019-04-16,135,Rest,0,123,21
2019-04-09,136,GFT,0,8,8
2019-04-10,136,GFT,0,11,3
2019-04-11,136,GFT,0,15,4
2019-04-12,136,GFT,0,21,6
2019-04-13,136,GFT,0,24,3
2019-04-14,136,GFT,0,28,4
2019-04-15,136,GFT,0,31,3
2019-04-16,136,GFT,0,37,6
2019-04-09,137,Rest,1,6,6
2019-04-10,137,Rest,0,9,9
2019-04-11,137,Rest,0,20,11
2019-04-12,137,Rest,0,34,14
2019-04-13,137,Rest,0,45,11
2019-04-14,137,Rest,1,56,11
2019-04-15,137,Rest,0,59,10
2019-04-15,137,Rest,0,13,10
2019-04-16,137,Rest,0,29,16
2019-04-09,138,PMD,1,7,7
2019-04-10,138,PMD,0,8,1
2019-04-11,138,PMD,0,12,4
2019-04-12,138,PMD,0,18,6
2019-04-13,138,PMD,0,21,3
2019-04-14,138,PMD,0,24,3
2019-04-15,138,PMD,0,27,3
2019-04-16,138,PMD,0,33,6
2019-04-10,140,GFT,0,3,3
2019-04-11,140,GFT,0,4,1
2019-04-12,140,GFT,0,5,1
2019-04-13,140,GFT,0,6,1
2019-04-15,140,GFT,0,8,2
2019-04-16,140,GFT,0,13,5
2019-04-09,141,GFT,0,4,4
2019-04-11,141,GFT,1,9,5
2019-04-12,141,GFT,0,12,3
2019-04-13,141,GFT,0,13,1
2019-04-14,141,GFT,0,17,4
2019-04-15,141,GFT,0,27,10
2019-04-16,141,GFT,0,36,9
2019-04-09,142,Rest,1,3,3
2019-04-10,142,Rest,0,10,7
2019-04-11,142,Rest,0,15,5
2019-04-12,142,Rest,0,18,3
2019-04-13,142,Rest,0,21,3
2019-04-15,142,Rest,0,30,9
2019-04-16,142,Rest,0,40,10
2019-04-09,143,Rest,0,2,2
2019-04-10,143,Rest,1,7,5
2019-04-11,143,Rest,0,13,6
2019-04-12,143,Rest,0,16,3
2019-04-13,143,Rest,0,17,1
2019-04-14,143,Rest,0,20,3
2019-04-15,143,Rest,0,23,3
2019-04-16,143,Rest,0,31,8
2019-04-09,144,Papier,0,3,3
2019-04-10,144,Papier,1,6,3
2019-04-11,144,Papier,0,11,5
2019-04-12,144,Papier,0,12,1
2019-04-13,144,Papier,0,19,7
2019-04-14,144,Papier,0,22,3
2019-04-15,144,Papier,0,27,5
2019-04-16,144,Papier,0,35,8
2019-04-09,145,PMD,0,1,1
2019-04-10,145,PMD,0,2,1
2019-04-11,145,PMD,0,5,3
2019-04-16,145,PMD,0,7,2
2019-04-09,148,Papier,1,7,7
2019-04-10,148,Papier,1,9,8
2019-04-10,148,Papier,1,6,8
2019-04-11,148,Papier,0,9,10
2019-04-11,148,Papier,0,7,10
2019-04-12,148,Papier,0,18,9
2019-04-13,148,Papier,1,31,13
2019-04-14,148,Papier,0,8,8
2019-04-15,148,Papier,1,18,10
2019-04-16,148,Papier,0,21,15
2019-04-16,148,Papier,0,13,15
2019-04-16,148,Papier,0,8,15
2019-04-09,149,PMD,0,5,5
2019-04-10,149,PMD,1,13,8
2019-04-11,149,PMD,0,18,5
2019-04-12,149,PMD,0,21,3
2019-04-13,149,PMD,0,29,8
2019-04-14,149,PMD,0,35,6
2019-04-15,149,PMD,0,41,6
2019-04-16,149,PMD,0,49,8
2019-04-09,150,GFT,0,4,4
2019-04-10,150,GFT,0,12,8
2019-04-11,150,GFT,0,19,7
2019-04-12,150,GFT,0,29,10
2019-04-13,150,GFT,0,37,8
2019-04-14,150,GFT,0,48,11
2019-04-15,150,GFT,0,60,12
2019-04-16,150,GFT,0,69,9
2019-04-09,151,Rest,1,21,21
2019-04-10,151,Rest,0,24,16
2019-04-10,151,Rest,0,13,16
2019-04-11,151,Rest,1,33,20
2019-04-12,151,Rest,0,41,11
2019-04-12,151,Rest,0,3,11
2019-04-13,151,Rest,0,21,18
2019-04-14,151,Rest,1,29,8
2019-04-15,151,Rest,0,39,12
2019-04-15,151,Rest,0,26,12
2019-04-16,151,Rest,0,46,20
2019-04-09,152,GFT,0,2,2
2019-04-10,152,GFT,0,6,4
2019-04-11,152,GFT,0,11,5
2019-04-12,152,GFT,0,16,5
2019-04-13,152,GFT,0,23,7
2019-04-14,152,GFT,0,30,7
2019-04-15,152,GFT,0,31,1
2019-04-16,152,GFT,0,36,5
2019-04-09,153,Rest,0,4,4
2019-04-10,153,Rest,0,16,12
2019-04-11,153,Rest,0,22,6
2019-04-12,153,Rest,0,29,7
2019-04-13,153,Rest,0,36,7
2019-04-14,153,Rest,0,38,2
2019-04-15,153,Rest,0,42,4
2019-04-16,153,Rest,0,55,13
2019-04-09,154,Rest,0,11,11
2019-04-10,154,Rest,0,21,10
2019-04-11,154,Rest,0,30,9
2019-04-12,154,Rest,0,43,13
2019-04-13,154,Rest,0,54,11
2019-04-14,154,Rest,0,59,5
2019-04-15,154,Rest,0,66,7
2019-04-16,154,Rest,0,76,10
2019-04-09,155,PMD,0,4,4
2019-04-10,155,PMD,0,6,2
2019-04-11,155,PMD,0,9,3
2019-04-12,155,PMD,0,13,4
2019-04-13,155,PMD,0,16,3
2019-04-14,155,PMD,0,17,1
2019-04-15,155,PMD,0,23,6
2019-04-16,155,PMD,0,26,3
2019-04-09,156,Papier,0,9,9
2019-04-10,156,Papier,0,20,11
2019-04-11,156,Papier,0,35,15
2019-04-12,156,Papier,0,43,8
2019-04-13,156,Papier,0,53,10
2019-04-14,156,Papier,0,61,8
2019-04-15,156,Papier,1,80,19
2019-04-16,156,Papier,0,88,8
2019-04-09,157,GFT,0,17,17
2019-04-10,157,GFT,0,34,17
2019-04-11,157,GFT,0,48,14
2019-04-12,157,GFT,0,62,14
2019-04-13,157,GFT,0,74,12
2019-04-14,157,GFT,0,92,18
2019-04-15,157,GFT,0,110,18
2019-04-16,157,GFT,0,134,24
2019-04-09,159,Papier,0,9,9
2019-04-10,159,Papier,0,14,5
2019-04-11,159,Papier,1,20,6
2019-04-12,159,Papier,0,22,2
2019-04-13,159,Papier,0,29,7
2019-04-14,159,Papier,0,33,4
2019-04-15,159,Papier,0,41,8
2019-04-16,159,Papier,0,47,6
2019-04-09,160,PMD,0,1,1
2019-04-10,160,PMD,0,5,4
2019-04-11,160,PMD,0,6,1
2019-04-13,160,PMD,0,10,4
2019-04-14,160,PMD,0,12,2
2019-04-15,160,PMD,0,13,1
2019-04-16,160,PMD,0,15,2
2019-04-09,161,Rest,0,19,19
2019-04-10,161,Rest,1,28,9
2019-04-11,161,Rest,0,37,13
2019-04-11,161,Rest,0,4,13
2019-04-12,161,Rest,0,13,9
2019-04-13,161,Rest,0,27,14
2019-04-14,161,Rest,1,45,18
2019-04-15,161,Rest,0,58,24
2019-04-15,161,Rest,0,48,24
2019-04-16,161,Rest,0,68,10
2019-04-09,162,GFT,1,4,4
2019-04-10,162,GFT,0,11,7
2019-04-11,162,GFT,0,18,7
2019-04-12,162,GFT,0,21,3
2019-04-13,162,GFT,0,26,5
2019-04-14,162,GFT,0,31,5
2019-04-15,162,GFT,0,34,3
2019-04-16,162,GFT,0,41,7
2019-04-09,165,Papier,1,2,2
2019-04-10,165,Papier,0,7,5
2019-04-11,165,Papier,0,11,4
2019-04-12,165,Papier,0,14,3
2019-04-13,165,Papier,0,16,2
2019-04-14,165,Papier,0,18,2
2019-04-15,165,Papier,0,27,9
2019-04-16,165,Papier,0,35,8
2019-04-09,166,Rest,0,8,8
2019-04-10,166,Rest,0,11,3
2019-04-11,166,Rest,0,14,3
2019-04-12,166,Rest,0,21,7
2019-04-13,166,Rest,0,29,8
2019-04-14,166,Rest,0,31,2
2019-04-15,166,Rest,0,43,12
2019-04-16,166,Rest,0,53,10
2019-04-09,167,GFT,0,1,1
2019-04-10,167,GFT,0,4,3
2019-04-11,167,GFT,0,8,4
2019-04-12,167,GFT,0,11,3
2019-04-13,167,GFT,0,15,4
2019-04-14,167,GFT,0,19,4
2019-04-15,167,GFT,0,24,5
2019-04-16,167,GFT,0,27,3
2019-04-09,169,PMD,0,1,1
2019-04-11,169,PMD,0,2,1
2019-04-12,169,PMD,0,4,2
2019-04-14,169,PMD,0,6,2
2019-04-16,169,PMD,0,7,1
2019-04-09,170,Papier,0,4,4
2019-04-10,170,Papier,0,8,4
2019-04-11,170,Papier,0,9,1
2019-04-12,170,Papier,0,13,4
2019-04-13,170,Papier,0,16,3
2019-04-14,170,Papier,0,21,5
2019-04-15,170,Papier,0,27,6
2019-04-16,170,Papier,0,32,5
2019-04-09,171,GFT,0,3,3
2019-04-10,171,GFT,1,8,5
2019-04-11,171,GFT,0,7,7
2019-04-12,171,GFT,1,8,1
2019-04-13,171,GFT,0,16,8
2019-04-14,171,GFT,0,17,9
2019-04-15,171,GFT,0,25,8
2019-04-16,171,GFT,0,31,6
2019-04-09,172,Rest,0,10,10
2019-04-10,172,Rest,0,12,2
2019-04-11,172,Rest,0,16,4
2019-04-12,172,Rest,0,20,4
2019-04-13,172,Rest,0,27,7
2019-04-14,172,Rest,0,36,9
2019-04-15,172,Rest,0,41,5
2019-04-16,172,Rest,0,44,3
2019-04-09,173,Rest,0,4,4
2019-04-10,173,Rest,0,7,3
2019-04-11,173,Rest,0,10,3
2019-04-12,173,Rest,0,18,8
2019-04-13,173,Rest,0,19,1
2019-04-15,173,Rest,0,22,3
2019-04-16,173,Rest,0,26,4
2019-04-09,174,Rest,0,1,1
2019-04-10,174,Rest,0,5,4
2019-04-11,174,Rest,0,9,4
2019-04-12,174,Rest,0,16,7
2019-04-13,174,Rest,0,25,9
2019-04-14,174,Rest,0,31,6
2019-04-15,174,Rest,0,40,9
2019-04-16,174,Rest,0,50,10
2019-04-09,175,GFT,0,2,2
2019-04-10,175,GFT,0,10,8
2019-04-11,175,GFT,0,17,7
2019-04-12,175,GFT,0,22,5
2019-04-13,175,GFT,0,35,13
2019-04-14,175,GFT,0,45,10
2019-04-15,175,GFT,0,57,12
2019-04-16,175,GFT,0,75,18
2019-04-09,176,PMD,0,1,1
2019-04-10,176,PMD,0,3,2
2019-04-11,176,PMD,1,7,4
2019-04-12,176,PMD,0,11,4
2019-04-13,176,PMD,0,12,1
2019-04-14,176,PMD,0,13,1
2019-04-15,176,PMD,0,17,4
2019-04-16,176,PMD,0,22,5
2019-04-09,177,Papier,0,5,5
2019-04-10,177,Papier,0,11,6
2019-04-11,177,Papier,0,18,7
2019-04-12,177,Papier,0,22,4
2019-04-13,177,Papier,0,28,6
2019-04-14,177,Papier,0,32,4
2019-04-15,177,Papier,0,40,8
2019-04-16,177,Papier,0,47,7
2019-04-09,179,GFT,0,8,8
2019-04-10,179,GFT,0,12,4
2019-04-11,179,GFT,0,16,4
2019-04-12,179,GFT,0,24,8
2019-04-13,179,GFT,0,30,6
2019-04-14,179,GFT,0,34,4
2019-04-15,179,GFT,0,41,7
2019-04-16,179,GFT,0,52,11
2019-04-09,180,Rest,1,18,18
2019-04-10,180,Rest,1,22,23
2019-04-10,180,Rest,1,19,23
2019-04-11,180,Rest,0,25,19
2019-04-11,180,Rest,0,16,19
2019-04-12,180,Rest,0,26,10
2019-04-13,180,Rest,0,38,12
2019-04-14,180,Rest,1,50,12
2019-04-15,180,Rest,0,60,15
2019-04-15,180,Rest,0,24,15
2019-04-16,180,Rest,0,37,13
2019-04-09,181,PMD,0,5,5
2019-04-10,181,PMD,0,12,7
2019-04-11,181,PMD,0,19,7
2019-04-12,181,PMD,0,22,3
2019-04-13,181,PMD,0,26,4
2019-04-14,181,PMD,0,28,2
2019-04-15,181,PMD,0,35,7
2019-04-16,181,PMD,0,39,4
2019-04-09,182,Papier,1,9,9
2019-04-10,182,Papier,0,7,7
2019-04-11,182,Papier,1,17,10
2019-04-12,182,Papier,0,20,4
2019-04-12,182,Papier,0,1,4
2019-04-13,182,Papier,1,6,5
2019-04-14,182,Papier,0,10,4
2019-04-14,182,Papier,0,9,4
2019-04-15,182,Papier,0,14,4
2019-04-16,182,Papier,0,20,6
2019-04-09,184,PMD,0,1,1
2019-04-11,184,PMD,0,3,2
2019-04-12,184,PMD,0,8,5
2019-04-13,184,PMD,0,9,1
2019-04-14,184,PMD,0,11,2
2019-04-15,184,PMD,0,13,2
2019-04-10,185,Papier,0,5,5
2019-04-11,185,Papier,0,12,7
2019-04-12,185,Papier,0,14,2
2019-04-13,185,Papier,0,20,6
2019-04-14,185,Papier,0,27,7
2019-04-15,185,Papier,0,30,3
2019-04-16,185,Papier,0,32,2
2019-04-09,186,GFT,0,3,3
2019-04-10,186,GFT,1,11,8
2019-04-11,186,GFT,0,12,1
2019-04-12,186,GFT,0,21,9
2019-04-13,186,GFT,0,27,6
2019-04-14,186,GFT,0,30,3
2019-04-15,186,GFT,0,31,1
2019-04-16,186,GFT,0,40,9
2019-04-09,187,Rest,0,6,6
2019-04-10,187,Rest,0,13,7
2019-04-11,187,Rest,0,24,11
2019-04-12,187,Rest,0,35,11
2019-04-13,187,Rest,0,46,11
2019-04-14,187,Rest,0,58,12
2019-04-15,187,Rest,0,64,6
2019-04-16,187,Rest,0,75,11
2019-04-09,189,Papier,0,7,7
2019-04-10,189,Papier,0,14,7
2019-04-11,189,Papier,0,18,4
2019-04-12,189,Papier,0,26,8
2019-04-13,189,Papier,0,32,6
2019-04-14,189,Papier,0,39,7
2019-04-15,189,Papier,0,48,9
2019-04-16,189,Papier,0,55,7
2019-04-09,190,Rest,0,10,10
2019-04-10,190,Rest,1,20,10
2019-04-11,190,Rest,1,25,6
2019-04-11,190,Rest,1,1,6
2019-04-12,190,Rest,0,12,12
2019-04-12,190,Rest,0,1,12
2019-04-13,190,Rest,0,6,5
2019-04-14,190,Rest,1,28,22
2019-04-15,190,Rest,0,33,8
2019-04-15,190,Rest,0,28,8
2019-04-16,190,Rest,0,44,16
2019-04-09,191,PMD,0,1,1
2019-04-10,191,PMD,0,3,2
2019-04-11,191,PMD,0,8,5
2019-04-12,191,PMD,0,9,1
2019-04-13,191,PMD,0,15,6
2019-04-14,191,PMD,0,19,4
2019-04-15,191,PMD,0,22,3
2019-04-16,191,PMD,0,31,9
2019-04-09,192,GFT,0,3,3
2019-04-10,192,GFT,0,11,8
2019-04-11,192,GFT,0,18,7
2019-04-12,192,GFT,0,22,4
2019-04-13,192,GFT,0,28,6
2019-04-14,192,GFT,0,29,1
2019-04-15,192,GFT,0,31,2
2019-04-16,192,GFT,0,37,6
2019-04-09,193,Papier,0,1,1
2019-04-10,193,Papier,0,6,5
2019-04-11,193,Papier,0,9,3
2019-04-12,193,Papier,1,14,5
2019-04-13,193,Papier,0,20,6
2019-04-14,193,Papier,0,24,4
2019-04-15,193,Papier,0,31,7
2019-04-16,193,Papier,0,37,6
2019-04-09,194,PMD,0,3,3
2019-04-10,194,PMD,0,5,2
2019-04-11,194,PMD,0,8,3
2019-04-12,194,PMD,0,9,1
2019-04-13,194,PMD,0,11,2
2019-04-14,194,PMD,0,12,1
2019-04-15,194,PMD,0,19,7
2019-04-16,194,PMD,0,20,1
2019-04-09,195,GFT,0,2,2
2019-04-10,195,GFT,0,5,3
2019-04-11,195,GFT,0,8,3
2019-04-12,195,GFT,0,12,4
2019-04-13,195,GFT,0,14,2
2019-04-14,195,GFT,0,17,3
2019-04-15,195,GFT,0,20,3
2019-04-16,195,GFT,0,23,3
2019-04-09,196,Rest,0,6,6
2019-04-10,196,Rest,0,8,2
2019-04-11,196,Rest,0,17,9
2019-04-12,196,Rest,0,24,7
2019-04-13,196,Rest,0,29,5
2019-04-14,196,Rest,1,46,17
2019-04-15,196,Rest,0,53,7
2019-04-16,196,Rest,0,55,2
2019-04-09,197,Papier,0,4,4
2019-04-10,197,Papier,1,7,3
2019-04-11,197,Papier,0,12,5
2019-04-12,197,Papier,0,13,1
2019-04-13,197,Papier,0,16,3
2019-04-14,197,Papier,0,20,4
2019-04-15,197,Papier,0,24,4
2019-04-16,197,Papier,0,40,16
2019-04-09,198,Rest,0,5,5
2019-04-10,198,Rest,1,22,17
2019-04-11,198,Rest,0,27,16
2019-04-11,198,Rest,0,11,16
2019-04-12,198,Rest,0,19,8
2019-04-13,198,Rest,0,36,17
2019-04-14,198,Rest,1,46,10
2019-04-15,198,Rest,0,47,8
2019-04-15,198,Rest,0,34,8
2019-04-16,198,Rest,0,58,24
2019-04-09,199,PMD,0,2,2
2019-04-10,199,PMD,0,3,1
2019-04-11,199,PMD,1,8,5
2019-04-13,199,PMD,0,13,5
2019-04-15,199,PMD,0,17,4
2019-04-16,199,PMD,0,22,5
2019-04-09,200,GFT,0,2,2
2019-04-10,200,GFT,0,5,3
2019-04-11,200,GFT,0,9,4
2019-04-12,200,GFT,0,11,2
2019-04-13,200,GFT,0,16,5
2019-04-14,200,GFT,0,17,1
2019-04-15,200,GFT,0,20,3
2019-04-16,200,GFT,0,23,3
2019-04-09,201,Papier,0,5,5
2019-04-10,201,Papier,0,12,7
2019-04-11,201,Papier,0,16,4
2019-04-12,201,Papier,0,19,3
2019-04-13,201,Papier,0,28,9
2019-04-14,201,Papier,0,29,1
2019-04-15,201,Papier,0,39,10
2019-04-16,201,Papier,0,46,7
2019-04-09,202,Rest,0,6,6
2019-04-10,202,Rest,0,13,7
2019-04-11,202,Rest,0,17,4
2019-04-12,202,Rest,0,28,11
2019-04-13,202,Rest,0,35,7
2019-04-14,202,Rest,0,39,4
2019-04-15,202,Rest,0,49,10
2019-04-16,202,Rest,0,60,11
2019-04-09,203,GFT,0,21,21
2019-04-10,203,GFT,0,31,10
2019-04-11,203,GFT,0,44,13
2019-04-12,203,GFT,0,63,19
2019-04-13,203,GFT,0,83,20
2019-04-14,203,GFT,0,93,10
2019-04-15,203,GFT,0,113,20
2019-04-16,203,GFT,0,133,20
2019-04-09,204,GFT,0,7,7
2019-04-10,204,GFT,0,11,4
2019-04-11,204,GFT,0,19,8
2019-04-12,204,GFT,0,27,8
2019-04-13,204,GFT,0,31,4
2019-04-14,204,GFT,0,40,9
2019-04-15,204,GFT,0,43,3
2019-04-16,204,GFT,0,45,2
2019-04-09,205,Rest,0,8,8
2019-04-10,205,Rest,0,11,3
2019-04-11,205,Rest,0,19,8
2019-04-12,205,Rest,0,27,8
2019-04-13,205,Rest,0,29,2
2019-04-14,205,Rest,0,35,6
2019-04-15,205,Rest,0,38,3
2019-04-16,205,Rest,0,43,5
2019-04-09,207,Papier,0,1,1
2019-04-11,207,Papier,0,3,2
2019-04-12,207,Papier,0,8,5
2019-04-13,207,Papier,0,10,2
2019-04-14,207,Papier,0,14,4
2019-04-09,209,GFT,0,3,3
2019-04-10,209,GFT,0,9,6
2019-04-11,209,GFT,0,11,2
2019-04-12,209,GFT,0,14,3
2019-04-13,209,GFT,0,17,3
2019-04-14,209,GFT,0,21,4
2019-04-15,209,GFT,0,30,9
2019-04-16,209,GFT,0,35,5
2019-04-09,210,PMD,0,2,2
2019-04-11,210,PMD,0,4,2
2019-04-12,210,PMD,0,5,1
2019-04-14,210,PMD,0,7,2
2019-04-15,210,PMD,0,9,2
2019-04-16,210,PMD,0,13,4
2019-04-09,211,Papier,0,1,1
2019-04-10,211,Papier,0,4,3
2019-04-11,211,Papier,0,5,1
2019-04-12,211,Papier,0,6,1
2019-04-13,211,Papier,0,7,1
2019-04-14,211,Papier,0,8,1
2019-04-15,211,Papier,0,12,4
2019-04-16,211,Papier,0,13,1
2019-04-09,212,Rest,0,1,1
2019-04-10,212,Rest,0,3,2
2019-04-11,212,Rest,0,5,2
2019-04-12,212,Rest,0,7,2
2019-04-14,212,Rest,0,8,1
2019-04-15,212,Rest,0,11,3
2019-04-16,212,Rest,0,23,12
2019-04-09,215,Papier,0,6,6
